ko04020	0.0			-
ko00564	3.80093120149			0.00388490662212
ko00680	3.81060909203			0.00388490662212
ko00562	3.19328128219			-
ko00561	3.5628760685			-
ko00440	3.13555157687			-
ko00250	4.2277724105			0.0161224153433
ko00361	2.86057682581			0.00388490662212
ko00072	4.16847920898	Digesta	3.84826476364	0.00388490662212
ko00010	4.04602169347			0.00388490662212
ko04068	1.97201122174			-
ko03450	1.61553390768			-
ko00760	3.81770816011			0.00388490662212
ko00920	3.78105525207			0.00388490662212
ko00311	2.70454834066			0.0159365705334
ko00310	3.61627711819			0.00388490662212
ko04146	3.62332588387			0.00363937979706
ko05100	0.0			-
ko04141	3.0796963081			0.00388490662212
ko03040	0.0			-
ko05142	2.2724287456			-
ko02060	3.85519436428			0.00388490662212
ko04714	2.9724429875			0.00739712515698
ko00511	3.99258493902	Digesta	3.70354254735	0.00388490662212
ko00510	3.09273408315			0.00388490662212
ko05110	2.64404810858			0.00334561811585
ko04974	2.36642460108			0.00388490662212
ko00860	3.81036729454			0.00388490662212
ko04978	3.32473690646			-
ko00450	4.27680926704	Tissue	3.6207542929	0.00388490662212
ko00300	4.21000627229			0.00388490662212
ko00196	1.44802804896			-
ko00195	3.69592457646			0.0463198406446
ko00261	3.79393043457			-
ko00260	4.06919600727			0.00388490662212
ko00190	4.01853932907			0.00388490662212
ko03440	4.1779915684			0.0102718377307
ko00750	4.03269498439			0.00388490662212
ko04626	3.52577115682			-
ko00591	3.1621806585			-
ko00061	4.26892471223			0.00639226887077
ko03070	4.17110614556			-
ko02040	4.5520769378	Tissue	3.84887479983	0.00388490662212
ko00380	3.65016836128			0.00388490662212
ko00500	3.89341201634			0.00388490662212
ko05120	2.96688878609			0.00388490662212
ko05322	0.0			-
ko00624	2.60521217119			0.00209299839236
ko00627	2.93642727795			0.00382264705459
ko00626	3.12456729671			-
ko00621	2.77971524215			-
ko00620	4.17099742848			0.00639226887077
ko00623	2.3316394888			-
ko00270	4.00253989181			-
ko01051	3.20093051295			0.0222296181539
ko01053	2.81626620436			0.00388490662212
ko00943	0.641556565725			-
ko00100	0.0			-
ko01054	2.35062627796			-
ko01057	0.128427811494			0.0222296181539
ko00071	3.8609079294			0.00382264705459
ko00740	3.84039023184			0.00388490662212
ko00350	3.62677166082			0.00388490662212
ko03060	4.34513308654			0.00388490662212
ko05132	2.92608997391			-
ko05134	3.6974938314			0.00639226887077
